"year","avg_vol"
2002,0.000455344440344309
2003,0.000458100600775195
2004,0.000490519788027564
2005,0.000478619778840328
2006,0.00044344937200734
2007,0.000396465399553602
2008,0.000476838035922573
2009,0.000757498314839137
2010,0.000637141324477855
2011,0.000653279437928826
2012,0.000520267553965387
2013,0.000419220101158682
2014,0.000334499723983817
2015,0.00045693747727051
2016,0.000433519720266119
2017,0.000336360623636198
2018,0.000294096894751842
2019,0.000224972008277369
2020,0.000221495189268944
2002,0.00102462796895975
2003,0.00122604183131273
2004,0.000742498113161392
2005,0.00108412127308418
2006,0.00027486502230148
2007,0.00065378225486367
2008,0.000385186413810986
2009,0.0655020627453602
2010,0.000431023239459386
2011,0.000680895306609355
2012,0.00071748748626262
2013,0.000397154057973952
2014,0.000638442595405872
2015,0.000691312097560057
2016,1.00199698831214
2017,0.0029593421247207
2018,0.000205744635674804
2019,0.000247777679212336
2020,0.000538084130998984
2002,8.16361713630212e-05
2003,0.000131868176437255
2004,7.46526125111731e-05
2005,2.85363237626296e-05
2006,3.89573498264782e-05
2007,1.78705215536529e-05
2008,1.37373937034995e-05
2009,2.85854582678089e-05
2010,2.37046409325791e-05
2011,1.88291776474562e-05
2012,1.81193822597235e-05
2013,5.49494745224724e-05
2014,3.2654881115061e-05
2015,9.70328590878666e-05
2016,0.000144478258091749
2017,4.01284722601778e-05
2018,3.7505454558863e-05
2019,4.7182043141005e-05
2020,5.9162262598678e-05
2002,0.000950869647679403
2003,0.000365530980619275
2004,0.000282148610034594
2005,0.000506037565067362
2006,0.000593923058430258
2007,0.000333516457687104
2008,0.000319982947717222
2009,0.000307219784846522
2010,0.000984664199173051
2011,0.000892119511756728
2012,0.0661129813651582
2013,0.000348815374751315
2014,0.000608029044123167
2015,0.000275041522586091
2016,0.000197431322977332
2017,0.000195532114644491
2018,280.746971718514
2019,0.000602568453603616
2020,0.000385692448490699
2002,0.000455344440344309
2003,0.000458100600775195
2004,0.000490519788027564
2005,0.000478619778840328
2006,0.00044344937200734
2007,0.000396465399553602
2008,0.000476838035922573
2009,0.000757498314839137
2010,0.000637141324477855
2011,0.000653279437928826
2012,0.000520267553965387
2013,0.000419220101158682
2014,0.000334499723983817
2015,0.00045693747727051
2016,0.000433519720266119
2017,0.000336360623636198
2018,0.000294096894751842
2019,0.000224972008277369
2020,0.000221495189268944
2002,0.0014410719972459
2003,0.000703891044846394
2004,0.000251532826844744
2005,9.51688308129561e-05
2006,3.09100803934175e-05
2007,3.86989474465463e-05
2008,2.54611409202366e-05
2009,0.000962496358705464
2010,0.000439490889979254
2011,0.000224313808284913
2012,5.7220166462995e-05
2013,1.20778262012119e-05
2014,9.84717412825365e-05
2015,0.00607293183078398
2016,0.0200785388080447
2017,0.0299448355700896
2018,0.000687260411601263
2019,0.000751044456170996
2020,0.000273420031023638
2002,0.00119435408171207
2003,0.00100248265131502
2004,0.00121272298778227
2005,0.00132998442978591
2006,0.00141266554819575
2007,0.00125958924480731
2008,0.00163037605878193
2009,0.00120682307614433
2010,0.00117076263231939
2011,0.0013394938175177
2012,0.00134340165995303
2013,0.00140420074771867
2014,0.00131104333728086
2015,0.00141777711002839
2016,0.00140520280105948
2017,0.00121960404011286
2018,0.00132984281660001
2019,0.00135510204166563
2020,0.00158543594690119
2002,0.000654476118552502
2003,0.00937543374698392
2004,0.00339864449268301
2005,0.00141350900728623
2006,0.00168357419346552
2007,0.0436969346457279
2008,0.0322136017036714
2009,0.00964540784099121
2010,0.00159817632776381
2011,0.00100519859259226
2012,0.0115978967670264
2013,0.00127049050953107
2014,0.00513368955848355
2015,0.00107380546683578
2016,0.00121700894619311
2017,0.000751002460922378
2018,0.000783905072845482
2019,0.000810370185929841
2020,238.683196246916
2002,0.000455344440344309
2003,0.000458100600775195
2004,0.000490519788027564
2005,0.000478619778840328
2006,0.00044344937200734
2007,0.000396465399553602
2008,0.000476838035922573
2009,0.000757498314839137
2010,0.000637141324477855
2011,0.000653279437928826
2012,0.000520267553965387
2013,0.000419220101158682
2014,0.000334499723983817
2015,0.00045693747727051
2016,0.000433519720266119
2017,0.000336360623636198
2018,0.000294096894751842
2019,0.000224972008277369
2020,0.000221495189268944
2002,0.000455344440344309
2003,0.000458100600775195
2004,0.000490519788027564
2005,0.000478619778840328
2006,0.00044344937200734
2007,0.000396465399553602
2008,0.000476838035922573
2009,0.000757498314839137
2010,0.000637141324477855
2011,0.000653279437928826
2012,0.000520267553965387
2013,0.000419220101158682
2014,0.000334499723983817
2015,0.00045693747727051
2016,0.000433519720266119
2017,0.000336360623636198
2018,0.000294096894751842
2019,0.000224972008277369
2020,0.000221495189268944
2002,0.000559655572002345
2003,0.000354288541676181
2004,0.000284209266620294
2005,0.00061693236358551
2006,0.000601504190088844
2007,0.000854559611201337
2008,0.00128707331777792
2009,0.00131093020052114
2010,0.000767054522625677
2011,0.000856489452210416
2012,0.000692133276276023
2013,0.000132713470005845
2014,0.000192013498281356
2015,0.00208461506690455
2016,0.000301908670657257
2017,0.000140606881018796
2018,3.25048783621395e-05
2019,9.44259094584837e-05
2020,2.18709133239381e-05
2002,0.000215151598055468
2003,0.000243050739982197
2004,0.000800611693311382
2005,0.000558779263128508
2006,0.000243353732747304
2007,0.00080957656491894
2008,0.00102675909079044
2009,0.00131900321265424
2010,0.000769506651903431
2011,0.00104323265318365
2012,0.00119780211336256
2013,0.000322476420216224
2014,0.00043087889461824
2015,0.00103792422191422
2016,0.000593492334393827
2017,0.000248898491104242
2018,0.000436276361328332
2019,0.000263257293548717
2020,0.000343934545973083
2002,0.00119424515956358
2003,0.00100250398077049
2004,0.00121257782563284
2005,0.00132990920760475
2006,0.00141221080046169
2007,0.00125943485252189
2008,0.00162946230216544
2009,0.00120615925410706
2010,0.00117130546039071
2011,0.00133966618533636
2012,0.00134356437935081
2013,0.0014042369945128
2014,0.00131147008148061
2015,0.00141814576030752
2016,0.00140425190679777
2017,0.0012199917263633
2018,0.00132965206226438
2019,0.00135474848121441
2020,0.00158441289088574
2002,0.00354382503300317
2003,0.00301914423527187
2004,0.00175547854386329
2005,0.00223305868720941
2006,0.00543020810716614
2007,0.00253239184789975
2008,0.00479665634661261
2009,0.00464191182077734
2010,0.00267310371280443
2011,0.00136187334306284
2012,0.00217726792268649
2013,0.00159579230077984
2014,0.00308946379492295
2015,0.00962407788232831
2016,0.00606428454883687
2017,0.00205316491193219
2018,0.00323634993237599
2019,0.00273980939391489
2020,0.00614558394931192
2002,0.0873624812142036
2003,8338468229193247744
2004,3.23807907968486
2005,0.0475763714685415
2006,8338468229044289536
2007,148054327.023239
2008,0.248407466722677
2009,8338468229195486208
2010,0.292460502411269
2011,1.11106134874388e-06
2012,2.19115651541233e-07
2013,5.90900864711917e-08
2014,1.61336450747985e-07
2015,0.0140412382223224
2016,0.00318186592399433
2017,1.02224078139463e-05
2018,0.000178698544322239
2019,0.0315150157939652
2020,0.0596714595027416
